normalized_event_id,book_id,start_scene_id,end_scene_id,event_label,event_type,participant_entity_ids,participant_roles,continuity_group_id,source_span,source_quote,evidence_status,canonical_status,review_status,review_rationale
N-EVT-B03-C03-S03-001,B03,B03-C03-S03,B03-C03-S03,Jonah's wolf again identifies Margot as mate,epistemic_recurrence,ENT-CHAR-0001,Jonah:knower;Margot:referenced,MATE-RECOGNITION,B03-C03-S03,"*Mate*, the wolf purred. *Ours*.",event-specific,candidate,structured-review-v1.0,Recurrence strengthens persistence but does not create the original fact.
N-EVT-B03-C03-S03-002,B03,B03-C03-S03,B03-C03-S03,Margot notices Jonah staring and confronts him,relationship_exchange,ENT-CHAR-0002;ENT-CHAR-0001,Margot:observer;Jonah:observed,MATE-RECOGNITION,B03-C03-S03,"""You're staring, Sheriff.""",event-specific,candidate,structured-review-v1.0,Retained as knowledge asymmetry and intimacy beat.
N-EVT-B03-C03-S03-003,B03,B03-C03-S03,B03-C03-S03,Jonah and Margot detect a learning shadow before the lexivore emerges,threat_revelation,ENT-CHAR-0001;ENT-CHAR-0002;ENT-CREATURE-0002,Jonah:detector;Margot:detector;lexivore:threat,LEXIVORE-ENCOUNTER,B03-C03-S03,The shadow moved.,event-specific,candidate,structured-review-v1.0,Merges detection and emergence.
N-EVT-B03-C03-S04-001,B03,B03-C03-S04,B03-C03-S04,The lexivore attacks and frost-burns Jonah,injury_event,ENT-CREATURE-0002;ENT-CHAR-0001;ENT-CHAR-0002,lexivore:attacker;Jonah:injured;Margot:witness,LEXIVORE-ENCOUNTER,B03-C03-S04,"It moved wrong—too fast, too fluid, ignoring the physics that governed normal motion. Jonah's instincts had him dodging before his brain caught up, rolling sideways as the thing swept through the space where he'd been standing. Cold raked across his shoulder, burns like frostbite, and he hissed through his teeth.",event-specific,candidate,structured-review-v1.0,Event-specific injury.
N-EVT-B03-C03-S04-002,B03,B03-C03-S04,B03-C03-S04,Margot uses light and sacrificial books to distract the lexivore,tactical_action,ENT-CHAR-0002;ENT-CREATURE-0002;ENT-OBJ-0004;ENT-OBJ-0007,Margot:actor;lexivore:target;flashlight:tool;books:sacrifice,LEXIVORE-ENCOUNTER,B03-C03-S04,"She thrust the flashlight forward, and where the beam touched the shadow, it *recoiled*. The thing shrieked—a sound of stolen voices all screaming at once—and pulled back, reforming itself in the darkness beyond the reach of the single weak beam.",event-specific,candidate,structured-review-v1.0,Jonah is protected but not the actor.
N-EVT-B03-C03-S04-003,B03,B03-C03-S04,B03-C03-S04,Jonah and Margot escape B1 and reach the B2 door,escape,ENT-CHAR-0001;ENT-CHAR-0002;ENT-CREATURE-0002;ENT-LOC-0008,Jonah:escapee;Margot:escapee;lexivore:pursuer;B2:destination,B2-TRANSITION,B03-C03-S04,They ran.,event-specific,candidate,structured-review-v1.0,Ends B1 encounter and begins B2 transition.
N-EVT-B03-C03-S05-001,B03,B03-C03-S05,B03-C03-S05,Margot opens the B2 door and Jonah follows her into the Architecture Section,threshold_crossing,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0008,Margot:actor;Jonah:companion;B2:destination,B2-TRANSITION,B03-C03-S05,The door groaned open.,event-specific,candidate,structured-review-v1.0,Separates threshold action from later discovery.
N-EVT-B03-C03-S05-002,B03,B03-C03-S05,B03-C03-S05,Margot explains that B2 contains actual impossible spaces,disclosure,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0008,Margot:speaker;Jonah:recipient;B2:subject,B2-TRANSITION,B03-C03-S05,"""Level B2,"" Margot said, her voice dropping to barely above a whisper. ""The Architecture Section. The books here don't just contain knowledge about construction and design—they contain actual spaces. Rooms that shouldn't exist. Buildings that were never built.""",event-specific,candidate,structured-review-v1.0,Mission-relevant rule explanation.
N-EVT-B03-C03-S05-003,B03,B03-C03-S05,B03-C03-S05,They discover gravity-defying stairs and an unknown entity below,discovery,ENT-CHAR-0001;ENT-CHAR-0002;ENT-CHAR-0007,Jonah:perceiver;Margot:perceiver;unknown-entity:observed,B2-TRANSITION,B03-C03-S05,"And beneath it all, far below where any floor should have been, something *looked back*.",event-specific,candidate,structured-review-v1.0,Unknown entity becomes an explicit continuity hook.
N-EVT-B03-C03-S05-004,B03,B03-C03-S05,B03-C03-S05,Margot takes Jonah's hand and they explicitly commit to continue together,relationship_commitment,ENT-CHAR-0002;ENT-CHAR-0001,Margot:initiator;Jonah:recipient;both:committers,MATE-RECOGNITION,B03-C03-S05,"""Together,"" she agreed.",event-specific,candidate,structured-review-v1.0,New event omitted by scene-major-events extraction; material trust and relationship state change.
N-EVT-B03-C04-S01-001,B03,B03-C04-S01,B03-C04-S01,Margot and Jonah recover after escaping B1,recovery,ENT-CHAR-0002;ENT-CHAR-0001,Margot:recovering;Jonah:recovering,B2-ARRIVAL,B03-C04-S01,They recover after escaping B1,event-specific-candidate,candidate,scaled-batch-v1.0,Carries forward the B1 escape into the B2 landing.
N-EVT-B03-C04-S01-002,B03,B03-C04-S01,B03-C04-S01,Margot identifies Jonah's injury and unstable wolf state,assessment,ENT-CHAR-0002;ENT-CHAR-0001,Margot:assessor;Jonah:injured,JONAH-INJURY,B03-C04-S01,Margot notices Jonah's blood and wolf state,event-specific-candidate,candidate,scaled-batch-v1.0,Establishes a persistent injury and control problem.
N-EVT-B03-C04-S01-003,B03,B03-C04-S01,B03-C04-S01,Jonah notices Margot's shaking hands and escalating attraction,relationship_perception,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:perceiver;Margot:observed,RELATIONSHIP-ESCALATION,B03-C04-S01,Jonah examines Margot's shaking hands,event-specific-candidate,candidate,scaled-batch-v1.0,Marks attraction becoming explicit rather than merely inferred.
N-EVT-B03-C04-S02-001,B03,B03-C04-S02,B03-C04-S02,Jonah physically corners Margot against the sealed door,physical_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:actor;Margot:recipient,RELATIONSHIP-ESCALATION,B03-C04-S02,One hand tangled in her hair,event-specific-candidate,candidate,scaled-batch-v1.0,Material physical escalation.
N-EVT-B03-C04-S02-002,B03,B03-C04-S02,B03-C04-S02,Jonah voices mate-claim language,disclosure,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:speaker;Margot:recipient,MATE-RECOGNITION,B03-C04-S02,You smell like mine,event-specific-candidate,candidate,scaled-batch-v1.0,Transforms Jonah's private recognition into spoken information.
N-EVT-B03-C04-S02-003,B03,B03-C04-S02,B03-C04-S02,Jonah asks Margot to stop him and Margot explicitly refuses,consent_decision,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:requester;Margot:decision-maker,RELATIONSHIP-ESCALATION,B03-C04-S02,I don't want you to stop,event-specific-candidate,candidate,scaled-batch-v1.0,Creates explicit consent state.
N-EVT-B03-C04-S03-001,B03,B03-C04-S03,B03-C04-S03,Jonah initiates manual sexual contact with Margot,sexual_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:actor;Margot:recipient,FIRST-INTIMACY,B03-C04-S03,Open for me,event-specific-candidate,candidate,scaled-batch-v1.0,First explicit sexual action.
N-EVT-B03-C04-S03-002,B03,B03-C04-S03,B03-C04-S03,Jonah and Margot kiss during the encounter,relationship_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:participant;Margot:participant,FIRST-INTIMACY,B03-C04-S03,He finally kissed her,event-specific-candidate,candidate,scaled-batch-v1.0,Mutual intimacy beat.
N-EVT-B03-C04-S03-003,B03,B03-C04-S03,B03-C04-S03,Margot climaxes while Jonah stops short of his own completion,sexual_climax,ENT-CHAR-0002;ENT-CHAR-0001,Margot:climaxing;Jonah:actor,FIRST-INTIMACY,B03-C04-S03,Margot reached orgasm,event-specific-candidate,candidate,scaled-batch-v1.0,Creates asymmetrical completion and an unfinished-intimacy state.
N-EVT-B03-C04-S04-001,B03,B03-C04-S04,B03-C04-S04,Jonah helps Margot recover and restores her clothing,aftercare,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:actor;Margot:recipient,FIRST-INTIMACY,B03-C04-S04,He reached out and smoothed her skirt down,event-specific-candidate,candidate,scaled-batch-v1.0,Aftercare materially changes emotional tone.
N-EVT-B03-C04-S04-002,B03,B03-C04-S04,B03-C04-S04,Margot and Jonah agree to resume the mission without apology,decision,ENT-CHAR-0002;ENT-CHAR-0001,Margot:initiator;Jonah:agrees,RECOVERY-MISSION,B03-C04-S04,We have to keep moving,event-specific-candidate,candidate,scaled-batch-v1.0,Reasserts mission priority.
N-EVT-B03-C04-S04-003,B03,B03-C04-S04,B03-C04-S04,They discover B2's floorless and gravity-shifting architecture,discovery,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0008,Margot:perceiver;Jonah:perceiver;B2:environment,B2-ARRIVAL,B03-C04-S04,floating structures,event-specific-candidate,candidate,scaled-batch-v1.0,Establishes B2 physical rules.
N-EVT-B03-C04-S05-001,B03,B03-C04-S05,B03-C04-S05,Margot tests and confirms the floating path will hold,threshold_test,ENT-CHAR-0002;ENT-LOC-0008,Margot:tester;B2:environment,B2-TRAVERSAL,B03-C04-S05,She stepped off the landing,event-specific-candidate,candidate,scaled-batch-v1.0,First successful navigation of subjective gravity.
N-EVT-B03-C04-S05-002,B03,B03-C04-S05,B03-C04-S05,Jonah follows Margot onto the floating path,threshold_crossing,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0008,Jonah:actor;Margot:guide;B2:environment,B2-TRAVERSAL,B03-C04-S05,and followed her,event-specific-candidate,candidate,scaled-batch-v1.0,Commits Jonah to B2 traversal.
N-EVT-B03-C04-S05-003,B03,B03-C04-S05,B03-C04-S05,Margot and Jonah traverse the floating architecture toward the central spire,travel,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0008,Margot:navigator;Jonah:companion;B2:environment,B2-TRAVERSAL,B03-C04-S05,They moved carefully along the path,event-specific-candidate,candidate,scaled-batch-v1.0,Sustained traversal under new spatial rules.
N-EVT-B03-C04-S05-004,B03,B03-C04-S05,B03-C04-S05,The Concept Guardian blocks access to B3 and begins a lethal riddle,challenge,ENT-CREATURE-0003;ENT-CHAR-0002;ENT-CHAR-0001,Guardian:challenger;Margot:solver;Jonah:threatened,GUARDIAN-RIDDLE,B03-C04-S05,The Guardian demands a riddle answer,event-specific-candidate,candidate,scaled-batch-v1.0,Creates immediate puzzle and death threat.
N-EVT-B03-C05-S01-001,B03,B03-C05-S01,B03-C05-S01,The Guardian counts down toward eating Jonah,deadline_pressure,ENT-CREATURE-0003;ENT-CHAR-0001;ENT-CHAR-0002,Guardian:threatener;Jonah:target;Margot:solver,GUARDIAN-RIDDLE,B03-C05-S01,Five seconds,event-specific-candidate,candidate,scaled-batch-v1.0,Escalates the riddle into a timed threat.
N-EVT-B03-C05-S01-002,B03,B03-C05-S01,B03-C05-S01,Margot reframes the riddle around unrealized architecture,inference,ENT-CHAR-0002;ENT-CREATURE-0003;ENT-CHAR-0001,Margot:reasoner;Guardian:evaluator;Jonah:stake,GUARDIAN-RIDDLE,B03-C05-S01,it's about what could be,event-specific-candidate,candidate,scaled-batch-v1.0,Key inferential turn.
N-EVT-B03-C05-S01-003,B03,B03-C05-S01,B03-C05-S01,Margot answers with plans for buildings never approved or built,solution,ENT-CHAR-0002;ENT-CREATURE-0003;ENT-CHAR-0001,Margot:solver;Guardian:judge;Jonah:beneficiary,GUARDIAN-RIDDLE,B03-C05-S01,plans for buildings that never get approved,event-specific-candidate,candidate,scaled-batch-v1.0,Provides the accepted solution.
N-EVT-B03-C05-S01-004,B03,B03-C05-S01,B03-C05-S01,The Guardian accepts the answer and unlocks the passage,system_resolution,ENT-CREATURE-0003;ENT-CHAR-0002;ENT-CHAR-0001,Guardian:actor;Margot:successful-solver;Jonah:spared,GUARDIAN-RIDDLE,B03-C05-S01,The Guardian accepts the answer and unlocks the door,event-specific-candidate,candidate,scaled-batch-v1.0,Resolves the obstacle and removes the death threat.
N-EVT-B03-C05-S02-001,B03,B03-C05-S02,B03-C05-S02,Margot and Jonah enter the Resting Point Study,threshold_crossing,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0011,Margot:entrant;Jonah:entrant;Study:destination,RESTING-POINT,B03-C05-S02,It looked like a study,event-specific-candidate,candidate,scaled-batch-v1.0,Creates temporary safe-space state.
N-EVT-B03-C05-S02-002,B03,B03-C05-S02,B03-C05-S02,Margot confirms the Resting Point is temporarily safe,rule_disclosure,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0011,Margot:speaker;Jonah:recipient;Study:subject,RESTING-POINT,B03-C05-S02,It's safe?,event-specific-candidate,candidate,scaled-batch-v1.0,Establishes bounded safety.
N-EVT-B03-C05-S02-003,B03,B03-C05-S02,B03-C05-S02,Margot and Jonah discuss trust and unfinished intimacy,relationship_discussion,ENT-CHAR-0002;ENT-CHAR-0001,Margot:speaker;Jonah:recipient,SECOND-INTIMACY,B03-C05-S02,we didn't finish upstairs,event-specific-candidate,candidate,scaled-batch-v1.0,Converts unresolved sexual asymmetry into explicit topic.
N-EVT-B03-C05-S02-004,B03,B03-C05-S02,B03-C05-S02,Margot initiates renewed intimacy,consent_initiation,ENT-CHAR-0002;ENT-CHAR-0001,Margot:initiator;Jonah:recipient,SECOND-INTIMACY,B03-C05-S02,Margot pulls Jonah to her,event-specific-candidate,candidate,scaled-batch-v1.0,Creates new deliberate intimacy distinct from panic reaction.
N-EVT-B03-C05-S03-001,B03,B03-C05-S03,B03-C05-S03,Jonah lifts Margot onto the desk and confirms this is deliberate desire,consent_confirmation,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:actor;Margot:recipient,SECOND-INTIMACY,B03-C05-S03,This is me wanting you,event-specific-candidate,candidate,scaled-batch-v1.0,Separates deliberate desire from earlier panic.
