normalized_event_id,book_id,start_scene_id,end_scene_id,event_label,event_type,participant_entity_ids,participant_roles,continuity_group_id,source_span,source_quote,evidence_status,canonical_status,review_status,review_rationale
N-EVT-B03-C14-S05-005,B03,B03-C14-S05,B03-C14-S05,Magisterium forces break the barricades and descend on the square,narrative_action,ENT-CHAR-0002;ENT-GROUP-0003,Margot Vance:participant;Federal Magisterium:participant,MAGISTERIUM-OCCUPATION,B03-C14-S05,Magisterium forces break the barricades and descend on the square,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C15-S01-001,B03,B03-C15-S01,B03-C15-S01,Chinooks land,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,GUNSHIP-BATTLE,B03-C15-S01,Chinooks land,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C15-S01-002,B03,B03-C15-S01,B03-C15-S01,black-armored Inquisitors deploy,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,MAGISTERIUM-OCCUPATION,B03-C15-S01,black-armored Inquisitors deploy,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C15-S01-003,B03,B03-C15-S01,B03-C15-S01,a void-iron staff activates the dampening pulse,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,EMITTER-SABOTAGE,B03-C15-S01,a void-iron staff activates the dampening pulse,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C15-S01-004,B03,B03-C15-S01,B03-C15-S01,Jonah loses the Wolf,state_damage,ENT-CHAR-0002;ENT-CHAR-0001;ENT-STATE-0002,Margot Vance:participant;Jonah Harrow:participant;Jonah's Wolf:participant,JONAH-INJURY,B03-C15-S01,Jonah loses the Wolf,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C15-S01-005,B03,B03-C15-S01,B03-C15-S01,Aleksei loses vampiric power,state_damage,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0004,Margot Vance:participant;Jonah Harrow:participant;Aleksei Petrov:participant,CH15-LOCAL-SEQUENCE,B03-C15-S01,Aleksei loses vampiric power,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C15-S02-001,B03,B03-C15-S02,B03-C15-S02,Martial law announcement,narrative_action,ENT-CHAR-0002,Margot Vance:participant,MAGISTERIUM-OCCUPATION,B03-C15-S02,Martial law announcement,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review"
N-EVT-B03-C15-S02-002,B03,B03-C15-S02,B03-C15-S02,humans and monsters separated,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH15-LOCAL-SEQUENCE,B03-C15-S02,humans and monsters separated,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C15-S02-003,B03,B03-C15-S02,B03-C15-S02,Mrs. Gable struck,narrative_action,ENT-CHAR-0002;ENT-CHAR-0015,Margot Vance:participant;Mrs. Gable:participant,CH15-LOCAL-SEQUENCE,B03-C15-S02,Mrs. Gable struck,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C15-S02-004,B03,B03-C15-S02,B03-C15-S02,Sterling admits sanitization,disclosure,ENT-CHAR-0002;ENT-CHAR-0009,Margot Vance:participant;Arthur Sterling:participant,MAGISTERIUM-OCCUPATION,B03-C15-S02,Sterling admits sanitization,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C15-S02-005,B03,B03-C15-S02,B03-C15-S02,group selects roof route,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH15-LOCAL-SEQUENCE,B03-C15-S02,group selects roof route,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C15-S03-001,B03,B03-C15-S03,B03-C15-S03,Rooftop crossing,movement,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH15-LOCAL-SEQUENCE,B03-C15-S03,Rooftop crossing,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, continuity-group-local"
N-EVT-B03-C15-S03-002,B03,B03-C15-S03,B03-C15-S03,Aleksei tackles Jonah out of a sniper shot,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0004,Margot Vance:participant;Jonah Harrow:participant;Aleksei Petrov:participant,JONAH-INJURY,B03-C15-S03,Aleksei tackles Jonah out of a sniper shot,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; type-review
N-EVT-B03-C15-S03-003,B03,B03-C15-S03,B03-C15-S03,repeated fire,narrative_action,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH15-LOCAL-SEQUENCE,B03-C15-S03,repeated fire,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C15-S03-004,B03,B03-C15-S03,B03-C15-S03,group reaches Civic Center cover,movement,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,CH15-LOCAL-SEQUENCE,B03-C15-S03,group reaches Civic Center cover,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C15-S03-005,B03,B03-C15-S03,B03-C15-S03,Margot discovers communications jamming and proposes the duct route,discovery,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH15-LOCAL-SEQUENCE,B03-C15-S03,Margot discovers communications jamming and proposes the duct route,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C15-S04-001,B03,B03-C15-S04,B03-C15-S04,Margot crawls through ducts,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH15-LOCAL-SEQUENCE,B03-C15-S04,Margot crawls through ducts,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C15-S04-002,B03,B03-C15-S04,B03-C15-S04,soldiers search below,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH15-LOCAL-SEQUENCE,B03-C15-S04,soldiers search below,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C15-S04-003,B03,B03-C15-S04,B03-C15-S04,group drops into locker room,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH15-LOCAL-SEQUENCE,B03-C15-S04,group drops into locker room,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C15-S04-004,B03,B03-C15-S04,B03-C15-S04,Henderson emerges with a mop spear,narrative_action,ENT-CHAR-0002;ENT-CHAR-0012,Margot Vance:participant;Henderson:participant,CH15-LOCAL-SEQUENCE,B03-C15-S04,Henderson emerges with a mop spear,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C15-S04-005,B03,B03-C15-S04,B03-C15-S04,he offers the lead-lined pump room,narrative_action,ENT-CHAR-0002,Margot Vance:participant,CH15-LOCAL-SEQUENCE,B03-C15-S04,he offers the lead-lined pump room,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C15-S05-001,B03,B03-C15-S05,B03-C15-S05,Industrial bio-foam and staples applied,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH15-LOCAL-SEQUENCE,B03-C15-S05,Industrial bio-foam and staples applied,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C15-S05-002,B03,B03-C15-S05,B03-C15-S05,Jonah's heartbeat stabilizes,state_recovery,ENT-CHAR-0002;ENT-CHAR-0001,Margot Vance:participant;Jonah Harrow:participant,JONAH-INJURY,B03-C15-S05,Jonah's heartbeat stabilizes,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C15-S05-003,B03,B03-C15-S05,B03-C15-S05,need for Wolf blood identified,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002;ENT-STATE-0002,Jonah Harrow:participant;Margot Vance:participant;Jonah's Wolf:participant,CH15-LOCAL-SEQUENCE,B03-C15-S05,need for Wolf blood identified,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C15-S05-004,B03,B03-C15-S05,B03-C15-S05,radio reveals processing at ice rink,disclosure,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH15-LOCAL-SEQUENCE,B03-C15-S05,radio reveals processing at ice rink,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C15-S05-005,B03,B03-C15-S05,B03-C15-S05,Margot proposes sabotage and communications restoration,narrative_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,CH15-LOCAL-SEQUENCE,B03-C15-S05,Margot proposes sabotage and communications restoration,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C16-S01-001,B03,B03-C16-S01,B03-C16-S01,Jonah wakes,state_recovery,ENT-CHAR-0001,Jonah Harrow:participant,JONAH-INJURY,B03-C16-S01,Jonah wakes,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; granularity-review
N-EVT-B03-C16-S01-002,B03,B03-C16-S01,B03-C16-S01,calls for the Wolf,narrative_action,ENT-CHAR-0001;ENT-STATE-0002,Jonah Harrow:participant;Jonah's Wolf:participant,CH16-LOCAL-SEQUENCE,B03-C16-S01,calls for the Wolf,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C16-S01-003,B03,B03-C16-S01,B03-C16-S01,fails to shift,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH16-LOCAL-SEQUENCE,B03-C16-S01,fails to shift,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; granularity-review, type-review, continuity-group-local"
N-EVT-B03-C16-S01-004,B03,B03-C16-S01,B03-C16-S01,Aleksei explains Henderson's treatment,disclosure,ENT-CHAR-0001;ENT-CHAR-0004;ENT-CHAR-0012,Jonah Harrow:participant;Aleksei Petrov:participant;Henderson:participant,CH16-LOCAL-SEQUENCE,B03-C16-S01,Aleksei explains Henderson's treatment,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C16-S01-005,B03,B03-C16-S01,B03-C16-S01,Jonah learns Margot is scavenging,discovery,ENT-CHAR-0001;ENT-CHAR-0002,Jonah Harrow:participant;Margot Vance:participant,JONAH-INJURY,B03-C16-S01,Jonah learns Margot is scavenging,scene-ledger-event-specific,candidate,scaled-reviewed-v1.0,Derived from author-ratified scene ledger major event; no remaining review flag.
N-EVT-B03-C16-S02-001,B03,B03-C16-S02,B03-C16-S02,Aleksei explains six hours have passed,disclosure,ENT-CHAR-0001;ENT-CHAR-0004,Jonah Harrow:participant;Aleksei Petrov:participant,CH16-LOCAL-SEQUENCE,B03-C16-S02,Aleksei explains six hours have passed,scene-ledger-event-specific,candidate,candidate-review-flagged,Derived from author-ratified scene ledger major event; continuity-group-local
N-EVT-B03-C16-S02-002,B03,B03-C16-S02,B03-C16-S02,lead shielding is confirmed,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH16-LOCAL-SEQUENCE,B03-C16-S02,lead shielding is confirmed,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
N-EVT-B03-C16-S02-003,B03,B03-C16-S02,B03-C16-S02,both describe physical deterioration,narrative_action,ENT-CHAR-0001,Jonah Harrow:participant,CH16-LOCAL-SEQUENCE,B03-C16-S02,both describe physical deterioration,scene-ledger-event-specific,candidate,candidate-review-flagged,"Derived from author-ratified scene ledger major event; type-review, continuity-group-local"
