normalized_event_id,book_id,start_scene_id,end_scene_id,event_label,event_type,participant_entity_ids,participant_roles,continuity_group_id,source_span,source_quote,evidence_status,canonical_status,review_status,review_rationale
N-EVT-B03-C07-S03-004,B03,B03-C07-S03,B03-C07-S03,The Glade attacks Margot in response,retaliation,ENT-LOC-0013;ENT-CHAR-0002;ENT-CHAR-0001,Glade:attacker;Margot:target;Jonah:witness,SONNET-GLADE,B03-C07-S03,Glade attacks,event-specific-candidate,candidate,scaled-batch-v1.0,Escalates after genre subversion.
N-EVT-B03-C07-S03-005,B03,B03-C07-S03,B03-C07-S03,The false scene collapses and Jonah wakes from the trap,trap_resolution,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0013,Jonah:released;Margot:rescuer;Glade:defeated,SONNET-GLADE,B03-C07-S03,Jonah wakes,event-specific-candidate,candidate,scaled-batch-v1.0,Resolves capture and restores agency.
N-EVT-B03-C07-S04-001,B03,B03-C07-S04,B03-C07-S04,Margot and Jonah seal the Sonnet Glade behind them,containment_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0013,Margot:actor;Jonah:actor;Glade:contained,SONNET-GLADE,B03-C07-S04,They seal out the Glade,event-specific-candidate,candidate,scaled-batch-v1.0,Prevents immediate recurrence.
N-EVT-B03-C07-S04-002,B03,B03-C07-S04,B03-C07-S04,Jonah laughs and recognizes Margot as a survivor rather than a damsel,relationship_reappraisal,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:reappraiser;Margot:recognized,RELATIONSHIP-ESCALATION,B03-C07-S04,recognizes Margot as a survivor,event-specific-candidate,candidate,scaled-batch-v1.0,Changes Jonah's explicit understanding of Margot.
N-EVT-B03-C07-S04-003,B03,B03-C07-S04,B03-C07-S04,Margot and Jonah identify B4 as the Vault and descend with renewed trust,mission_transition,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0009,Margot:guide;Jonah:companion;B4:destination,B4-APPROACH,B03-C07-S04,identify B4 as the Vault,event-specific-candidate,candidate,scaled-batch-v1.0,Launches final recovery stage.
N-EVT-B03-C07-S05-001,B03,B03-C07-S05,B03-C07-S05,Margot and Jonah cross the bridge to the obsidian Vault,travel,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0009,Margot:navigator;Jonah:companion;B4:destination,B4-APPROACH,B03-C07-S05,They cross the bridge,event-specific-candidate,candidate,scaled-batch-v1.0,Physical approach to protected archive.
N-EVT-B03-C07-S05-002,B03,B03-C07-S05,B03-C07-S05,Margot uses Keeper blood to open the Vault,access_action,ENT-CHAR-0002;ENT-LOC-0009,Margot:actor;Vault:system,B4-APPROACH,B03-C07-S05,Margot uses Keeper blood,event-specific-candidate,candidate,scaled-batch-v1.0,Confirms blood-based Keeper access rule.
N-EVT-B03-C07-S05-003,B03,B03-C07-S05,B03-C07-S05,Margot admits her grandfather hid the Scrolls rather than losing them to theft,confession,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:speaker;Jonah:recipient;Scrolls:subject,SCROLL-TRUTH,B03-C07-S05,"the Scrolls were hidden, not stolen",event-specific-candidate,candidate,scaled-batch-v1.0,Reframes the central mystery.
N-EVT-B03-C07-S05-004,B03,B03-C07-S05,B03-C07-S05,Margot reveals that humans invited and then enslaved supernatural beings,historical_revelation,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:speaker;Jonah:recipient;Scrolls:evidence,FOUNDING-TRUTH,B03-C07-S05,humans invited and enslaved supernatural beings,event-specific-candidate,candidate,scaled-batch-v1.0,Overturns official town history.
N-EVT-B03-C08-S01-001,B03,B03-C08-S01,B03-C08-S01,Margot explains that the official Treaty was forged and used to restrict supernatural residents,historical_revelation,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:speaker;Jonah:recipient;Scrolls:evidence,FOUNDING-TRUTH,B03-C08-S01,forged Treaty and supernatural restrictions,event-specific-candidate,candidate,scaled-batch-v1.0,Defines the mechanism of historical oppression.
N-EVT-B03-C08-S01-002,B03,B03-C08-S01,B03-C08-S01,Kael reveals himself inside the Vault,antagonist_reveal,ENT-CHAR-0008;ENT-CHAR-0001;ENT-CHAR-0002,Kael:revealed;Jonah:witness;Margot:witness,KAEL-VAULT-CONFRONTATION,B03-C08-S01,Kael appears,event-specific-candidate,candidate,scaled-batch-v1.0,Converts archival discovery into live threat.
N-EVT-B03-C08-S01-003,B03,B03-C08-S01,B03-C08-S01,Kael admits he accelerated the Purge Protocol,confession,ENT-CHAR-0008;ENT-CHAR-0001;ENT-CHAR-0002,Kael:speaker;Jonah:recipient;Margot:recipient,PURGE-CAUSE,B03-C08-S01,accelerated the Purge Protocol,event-specific-candidate,candidate,scaled-batch-v1.0,Identifies responsible actor.
N-EVT-B03-C08-S01-004,B03,B03-C08-S01,B03-C08-S01,The confrontation becomes armed and immediate,threat_transition,ENT-CHAR-0008;ENT-CHAR-0001;ENT-CHAR-0002,Kael:aggressor;Jonah:defender;Margot:protected,KAEL-VAULT-CONFRONTATION,B03-C08-S01,armed confrontation,event-specific-candidate,candidate,scaled-batch-v1.0,Changes mode from disclosure to combat.
N-EVT-B03-C08-S02-001,B03,B03-C08-S02,B03-C08-S02,Kael attacks Jonah with a sterling rod,physical_attack,ENT-CHAR-0008;ENT-CHAR-0001;ENT-CHAR-0002,Kael:attacker;Jonah:target;Margot:witness,KAEL-VAULT-CONFRONTATION,B03-C08-S02,Kael attacks,event-specific-candidate,candidate,scaled-batch-v1.0,Begins combat.
N-EVT-B03-C08-S02-002,B03,B03-C08-S02,B03-C08-S02,Jonah partially shifts to protect Margot,transformation,ENT-CHAR-0001;ENT-CHAR-0002;ENT-CHAR-0008,Jonah:shifter;Margot:protected;Kael:opponent,KAEL-VAULT-CONFRONTATION,B03-C08-S02,Jonah shifts,event-specific-candidate,candidate,scaled-batch-v1.0,Activates supernatural combat capability.
N-EVT-B03-C08-S02-003,B03,B03-C08-S02,B03-C08-S02,The silver rod burns Jonah severely,injury_event,ENT-CHAR-0001;ENT-CHAR-0008,Jonah:injured;Kael:weapon-user,JONAH-INJURY,B03-C08-S02,silver burns him,event-specific-candidate,candidate,scaled-batch-v1.0,Adds severe silver injury.
N-EVT-B03-C08-S02-004,B03,B03-C08-S02,B03-C08-S02,Jonah catches and breaks the sterling rod,counterattack,ENT-CHAR-0001;ENT-CHAR-0008,Jonah:actor;Kael:disarmed,KAEL-VAULT-CONFRONTATION,B03-C08-S02,Jonah breaks rod,event-specific-candidate,candidate,scaled-batch-v1.0,Removes antagonist's primary weapon.
N-EVT-B03-C08-S02-005,B03,B03-C08-S02,B03-C08-S02,Jonah bites Kael and gains the advantage,counterattack,ENT-CHAR-0001;ENT-CHAR-0008,Jonah:attacker;Kael:injured,KAEL-VAULT-CONFRONTATION,B03-C08-S02,Jonah bites Kael,event-specific-candidate,candidate,scaled-batch-v1.0,Reverses combat advantage.
N-EVT-B03-C08-S03-001,B03,B03-C08-S03,B03-C08-S03,Kael escapes through magical smoke,escape,ENT-CHAR-0008;ENT-CHAR-0001;ENT-CHAR-0002,Kael:escapee;Jonah:opponent;Margot:witness,KAEL-VAULT-CONFRONTATION,B03-C08-S03,Kael ports away,event-specific-candidate,candidate,scaled-batch-v1.0,Leaves antagonist unresolved.
N-EVT-B03-C08-S03-002,B03,B03-C08-S03,B03-C08-S03,Jonah begins partial supernatural healing from the silver attack,state_recovery,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:recovering;Margot:witness,JONAH-INJURY,B03-C08-S03,Jonah heals partially,event-specific-candidate,candidate,scaled-batch-v1.0,Records incomplete recovery.
N-EVT-B03-C08-S03-003,B03,B03-C08-S03,B03-C08-S03,Margot touches Jonah's chest and asks for the Alpha,sexual_initiation,ENT-CHAR-0002;ENT-CHAR-0001,Margot:initiator;Jonah:recipient,VAULT-INTIMACY,B03-C08-S03,Margot asks for the Alpha,event-specific-candidate,candidate,scaled-batch-v1.0,Transforms combat aftermath into grounding intimacy.
N-EVT-B03-C08-S04-001,B03,B03-C08-S04,B03-C08-S04,Jonah lifts Margot against the Vault shelving,physical_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:actor;Margot:recipient,VAULT-INTIMACY,B03-C08-S04,Jonah lifts Margot,event-specific-candidate,candidate,scaled-batch-v1.0,Physical escalation.
N-EVT-B03-C08-S04-002,B03,B03-C08-S04,B03-C08-S04,Jonah uses possessive mate language,disclosure,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:speaker;Margot:recipient,MATE-RECOGNITION,B03-C08-S04,possessive mate language,event-specific-candidate,candidate,scaled-batch-v1.0,Further externalizes mate claim.
N-EVT-B03-C08-S04-003,B03,B03-C08-S04,B03-C08-S04,Jonah warns he may hurt Margot and requests a stop signal,safety_check,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:requester;Margot:recipient,VAULT-INTIMACY,B03-C08-S04,asks for a stop signal,event-specific-candidate,candidate,scaled-batch-v1.0,Explicit risk disclosure and consent safeguard.
N-EVT-B03-C08-S04-004,B03,B03-C08-S04,B03-C08-S04,Margot explicitly consents to penetrative sex,consent_decision,ENT-CHAR-0002;ENT-CHAR-0001,Margot:decision-maker;Jonah:recipient,VAULT-INTIMACY,B03-C08-S04,she consents,event-specific-candidate,candidate,scaled-batch-v1.0,Creates consent state.
N-EVT-B03-C08-S04-005,B03,B03-C08-S04,B03-C08-S04,Jonah and Margot begin penetrative sex,sexual_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:participant;Margot:participant,VAULT-INTIMACY,B03-C08-S04,They begin penetrative sex,event-specific-candidate,candidate,scaled-batch-v1.0,Begins third intimacy sequence.
N-EVT-B03-C08-S05-001,B03,B03-C08-S05,B03-C08-S05,Jonah and Margot complete penetrative sex,sexual_climax,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:participant;Margot:participant,VAULT-INTIMACY,B03-C08-S05,Sex is completed,event-specific-candidate,candidate,scaled-batch-v1.0,Completes the encounter.
N-EVT-B03-C08-S05-002,B03,B03-C08-S05,B03-C08-S05,Jonah consciously resists knotting Margot,restraint_decision,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:decision-maker;Margot:protected,VAULT-INTIMACY,B03-C08-S05,Jonah avoids knotting,event-specific-candidate,candidate,scaled-batch-v1.0,Important control and consent boundary.
N-EVT-B03-C08-S05-003,B03,B03-C08-S05,B03-C08-S05,Margot reframes the encounter as chosen rather than imposed,relationship_reappraisal,ENT-CHAR-0002;ENT-CHAR-0001,Margot:speaker;Jonah:recipient,RELATIONSHIP-ESCALATION,B03-C08-S05,Margot reframes encounter,event-specific-candidate,candidate,scaled-batch-v1.0,Clarifies emotional meaning.
N-EVT-B03-C08-S05-004,B03,B03-C08-S05,B03-C08-S05,Jonah takes physical custody of the original Treaty,custody_transfer,ENT-CHAR-0001;ENT-CHAR-0002;ENT-OBJ-0001,Jonah:recipient;Margot:transferor;Scrolls:object,TREATY-CUSTODY,B03-C08-S05,Jonah takes Scroll,event-specific-candidate,candidate,scaled-batch-v1.0,Creates custody state for escape.
N-EVT-B03-C08-S05-005,B03,B03-C08-S05,B03-C08-S05,Jonah offers Margot his hand and they leave B4 together,threshold_crossing,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0009,Jonah:initiator;Margot:companion;B4:origin,B4-EXIT,B03-C08-S05,offers hand,event-specific-candidate,candidate,scaled-batch-v1.0,Ends Vault sequence with united movement.
N-EVT-B03-C09-S01-001,B03,B03-C09-S01,B03-C09-S01,Margot and Jonah climb out of the Deep Stacks carrying the Treaty,escape,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:escapee;Jonah:escapee-and-custodian;Scrolls:carried-object,LIBRARY-ESCAPE,B03-C09-S01,They climb out,event-specific-candidate,candidate,scaled-batch-v1.0,Moves evidence toward public space.
N-EVT-B03-C09-S01-002,B03,B03-C09-S01,B03-C09-S01,Jonah's silver injuries impair his movement,injury_persistence,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:injured;Margot:witness,JONAH-INJURY,B03-C09-S01,Jonah limps,event-specific-candidate,candidate,scaled-batch-v1.0,Confirms combat cost persists.
N-EVT-B03-C09-S01-003,B03,B03-C09-S01,B03-C09-S01,Arthur Sterling confronts them on the library's main floor,antagonist_confrontation,ENT-CHAR-0009;ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Sterling:confronter;Margot:target;Jonah:target;Scrolls:contested-object,STERLING-STANDOFF,B03-C09-S01,Sterling confronts them,event-specific-candidate,candidate,scaled-batch-v1.0,Converts escape into political confrontation.
N-EVT-B03-C09-S01-004,B03,B03-C09-S01,B03-C09-S01,Sterling questions and mocks the Treaty evidence,delegitimization_attempt,ENT-CHAR-0009;ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Sterling:speaker;Margot:recipient;Jonah:recipient;Scrolls:target,STERLING-STANDOFF,B03-C09-S01,questions the Scroll,event-specific-candidate,candidate,scaled-batch-v1.0,Attempts to control interpretation.
N-EVT-B03-C09-S02-001,B03,B03-C09-S02,B03-C09-S02,Sterling reveals armed mercenaries and an overwatch marksman,force_display,ENT-CHAR-0009;ENT-CHAR-0010;ENT-CHAR-0002;ENT-CHAR-0001,Sterling:commander;Marksman:threat;Margot:target;Jonah:target,STERLING-STANDOFF,B03-C09-S02,Sterling reveals mercenaries,event-specific-candidate,candidate,scaled-batch-v1.0,Escalates coercive capacity.
N-EVT-B03-C09-S02-002,B03,B03-C09-S02,B03-C09-S02,Margot identifies the document as the original Treaty and refuses surrender,evidence_claim,ENT-CHAR-0002;ENT-CHAR-0009;ENT-CHAR-0001;ENT-OBJ-0001,Margot:speaker-and-refuser;Sterling:recipient;Jonah:ally;Scrolls:evidence,PUBLIC-EXPOSURE,B03-C09-S02,Margot refuses to hand Sterling the Scroll,event-specific-candidate,candidate,scaled-batch-v1.0,Commits to preserving and exposing evidence.
N-EVT-B03-C09-S02-003,B03,B03-C09-S02,B03-C09-S02,Kael prepares magical fire to destroy or seize the evidence,destruction_threat,ENT-CHAR-0008;ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Kael:threatener;Margot:target;Jonah:protector;Scrolls:target,STERLING-STANDOFF,B03-C09-S02,Kael prepares fire,event-specific-candidate,candidate,scaled-batch-v1.0,Creates immediate evidence-destruction risk.
N-EVT-B03-C09-S02-004,B03,B03-C09-S02,B03-C09-S02,A crowd begins gathering outside the library,public_arrival,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0009,Crowd:witnesses;Margot:observer;Jonah:observer;Sterling:exposed-party,PUBLIC-EXPOSURE,B03-C09-S02,crowd gathers,event-specific-candidate,candidate,scaled-batch-v1.0,Introduces public accountability.
N-EVT-B03-C09-S03-001,B03,B03-C09-S03,B03-C09-S03,Margot rejects waiting for the Magisterium,authority_rejection,ENT-CHAR-0002;ENT-CHAR-0009;ENT-CHAR-0001,Margot:decision-maker;Sterling:opponent;Jonah:ally,PUBLIC-EXPOSURE,B03-C09-S03,rejects Magisterium timing,event-specific-candidate,candidate,scaled-batch-v1.0,Rejects delayed institutional remedy.
N-EVT-B03-C09-S03-002,B03,B03-C09-S03,B03-C09-S03,Margot points to the crowd as immediate witnesses,strategic_reframing,ENT-CHAR-0002;ENT-CHAR-0009;ENT-CHAR-0001,Margot:strategist;Sterling:opponent;Jonah:ally;Crowd:witnesses,PUBLIC-EXPOSURE,B03-C09-S03,identifies public witnesses,event-specific-candidate,candidate,scaled-batch-v1.0,Changes leverage from private force to public scrutiny.
N-EVT-B03-C09-S03-003,B03,B03-C09-S03,B03-C09-S03,The town becomes an active audience to the Treaty dispute,public_state_change,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0009,Crowd:audience;Margot:speaker;Jonah:corroborator;Sterling:accused,PUBLIC-EXPOSURE,B03-C09-S03,town becomes an active audience,event-specific-candidate,candidate,scaled-batch-v1.0,Transforms secret history into public controversy.
N-EVT-B03-C09-S04-001,B03,B03-C09-S04,B03-C09-S04,Witnesses begin recording the confrontation,evidence_replication,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0009,Crowd:recorders;Margot:subject;Jonah:subject;Sterling:subject,PUBLIC-EXPOSURE,B03-C09-S04,Witnesses record,event-specific-candidate,candidate,scaled-batch-v1.0,Makes suppression harder.
N-EVT-B03-C09-S04-002,B03,B03-C09-S04,B03-C09-S04,Jonah opens the library doors to the crowd,access_action,ENT-CHAR-0001;ENT-CHAR-0002;ENT-CHAR-0009,Jonah:actor;Margot:ally;Sterling:opponent;Crowd:admitted-audience,PUBLIC-EXPOSURE,B03-C09-S04,Jonah opens doors,event-specific-candidate,candidate,scaled-batch-v1.0,Physically enables public disclosure.
N-EVT-B03-C09-S04-003,B03,B03-C09-S04,B03-C09-S04,Margot publicly explains the original Treaty and founding deception,public_disclosure,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0009;ENT-OBJ-0001,Margot:speaker;Jonah:corroborator;Sterling:accused;Scrolls:evidence,FOUNDING-TRUTH,B03-C09-S04,Margot explains Treaty,event-specific-candidate,candidate,scaled-batch-v1.0,Promotes hidden history into public knowledge.
N-EVT-B03-C09-S04-004,B03,B03-C09-S04,B03-C09-S04,Werewolves confront Jonah about the accusation,public_challenge,ENT-CHAR-0001;ENT-CHAR-0002;ENT-CHAR-0003;ENT-CHAR-0004,Jonah:challenged;Margot:ally;Grishka:challenger;Aleksei:witness,PUBLIC-EXPOSURE,B03-C09-S04,werewolves confront Jonah,event-specific-candidate,candidate,scaled-batch-v1.0,Tests Jonah's public credibility.
N-EVT-B03-C09-S04-005,B03,B03-C09-S04,B03-C09-S04,Jonah publicly confirms Sterling buried the real Treaty,public_corroboration,ENT-CHAR-0001;ENT-CHAR-0002;ENT-CHAR-0009;ENT-OBJ-0001,Jonah:speaker;Margot:ally;Sterling:accused;Scrolls:evidence,PUBLIC-EXPOSURE,B03-C09-S04,he confirms truth,event-specific-candidate,candidate,scaled-batch-v1.0,Provides law-enforcement corroboration.
N-EVT-B03-C09-S04-006,B03,B03-C09-S04,B03-C09-S04,The crowd accepts the revelation and anger ignites,collective_reaction,ENT-CHAR-0002;ENT-CHAR-0001;ENT-CHAR-0009,Crowd:reactor;Margot:catalyst;Jonah:corroborator;Sterling:target,PUBLIC-EXPOSURE,B03-C09-S04,anger ignites,event-specific-candidate,candidate,scaled-batch-v1.0,Changes town political state.
N-EVT-B03-C09-S05-001,B03,B03-C09-S05,B03-C09-S05,The crowd surges toward Sterling and his forces,mob_action,ENT-CHAR-0009;ENT-CHAR-0008;ENT-CHAR-0002;ENT-CHAR-0001,Crowd:actor;Sterling:target;Kael:target;Margot:witness;Jonah:witness,PUBLIC-EXPOSURE,B03-C09-S05,Crowd surges,event-specific-candidate,candidate,scaled-batch-v1.0,Escalates revelation into physical instability.
N-EVT-B03-C09-S05-002,B03,B03-C09-S05,B03-C09-S05,Sterling orders an emergency extraction,command,ENT-CHAR-0009;ENT-CHAR-0008;ENT-CHAR-0010,Sterling:commander;Kael:subordinate;Marksman:subordinate,ANTAGONIST-ESCAPE,B03-C09-S05,Sterling orders extraction,event-specific-candidate,candidate,scaled-batch-v1.0,Begins antagonist withdrawal.
N-EVT-B03-C09-S05-003,B03,B03-C09-S05,B03-C09-S05,"Sterling, Kael, and the mercenaries escape under magical smoke",escape,ENT-CHAR-0009;ENT-CHAR-0008;ENT-CHAR-0010;ENT-CHAR-0002;ENT-CHAR-0001,Sterling:escapee;Kael:escapee;Marksman:escapee;Margot:witness;Jonah:witness,ANTAGONIST-ESCAPE,B03-C09-S05,antagonists flee,event-specific-candidate,candidate,scaled-batch-v1.0,Preserves antagonists for later conflict.
N-EVT-B03-C09-S05-004,B03,B03-C09-S05,B03-C09-S05,Jonah decides to regroup at his ridge cabin,retreat_decision,ENT-CHAR-0001;ENT-CHAR-0002;ENT-OBJ-0001,Jonah:decision-maker;Margot:companion;Scrolls:protected-object,CABIN-RETREAT,B03-C09-S05,regrouping at cabin,event-specific-candidate,candidate,scaled-batch-v1.0,Creates next safe destination.
N-EVT-B03-C09-S05-005,B03,B03-C09-S05,B03-C09-S05,Margot and Jonah flee with the Treaty,escape,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:escapee;Jonah:escapee-and-custodian;Scrolls:carried-object,CABIN-RETREAT,B03-C09-S05,flee toward Jonah's cabin,event-specific-candidate,candidate,scaled-batch-v1.0,Preserves evidence and removes them from mob danger.
N-EVT-B03-C09-S06-001,B03,B03-C09-S06,B03-C09-S06,Margot and Jonah plan to scan and upload the Treaty,evidence_plan,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:planner;Jonah:planner-and-custodian;Scrolls:source,EVIDENCE-DISTRIBUTION,B03-C09-S06,scanning and uploading Treaty,event-specific-candidate,candidate,scaled-batch-v1.0,Begins redundancy and public-proof strategy.
N-EVT-B03-C09-S06-002,B03,B03-C09-S06,B03-C09-S06,They acknowledge that the revelation may trigger war,stakes_assessment,ENT-CHAR-0002;ENT-CHAR-0001,Margot:assessor;Jonah:assessor,PUBLIC-EXPOSURE,B03-C09-S06,They discuss war,event-specific-candidate,candidate,scaled-batch-v1.0,Recognizes system-level consequence.
N-EVT-B03-C09-S06-003,B03,B03-C09-S06,B03-C09-S06,Margot mourns the probable loss of the library,loss_recognition,ENT-CHAR-0002;ENT-CHAR-0001,Margot:griever;Jonah:witness,LIBRARY-LOSS,B03-C09-S06,library loss,event-specific-candidate,candidate,scaled-batch-v1.0,Creates emotional and institutional loss state.
N-EVT-B03-C09-S06-004,B03,B03-C09-S06,B03-C09-S06,Jonah offers his cabin as refuge,shelter_offer,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:offerer;Margot:recipient,CABIN-RETREAT,B03-C09-S06,cabin refuge,event-specific-candidate,candidate,scaled-batch-v1.0,Creates safe-space and relationship implication.
N-EVT-B03-C09-S06-005,B03,B03-C09-S06,B03-C09-S06,Margot realizes she is in love with Jonah,internal_revelation,ENT-CHAR-0002;ENT-CHAR-0001,Margot:knower;Jonah:love-object,RELATIONSHIP-ESCALATION,B03-C09-S06,Margot recognizes love,event-specific-candidate,candidate,scaled-batch-v1.0,Major internal relationship-state change.
